Case_Number,District_Name,Neighborhood_Name,Street_Name,Day_of_Week,Year,Month_Code,Month_Name,Day_of_Month,Shift_Description,Hour_of_Day,Pedestrian_Cause_Description,Involved_Vehicle_Type,Gender_Description,Age,Person_Type_Description,Pedestrian_Accident_Location_Description,Pedestrian_Movement_Reason_Description,Driver_Movement_Reason_Description,Victimization_Description,UTM_X_Coordinate,UTM_Y_Coordinate,Longitude,Latitude,datetime
2023S000097    ,Sant Martí,Provençals del Poblenou,C-31,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,42,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,432687.43,4584673.71,2.193506522,41.408945895,2023-01-06 15:00:00
2023S000098    ,Eixample,la Dreta de l'Eixample,Aragó,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,54,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,430435.12,4582966.26,2.166757506,41.393375576,2023-01-06 16:00:00
2023S000099    ,Sants-Montjuïc,el Poble-sec,Josep Carner,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Car,Woman,17,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431019.89,4580532.97,2.174028839,41.371510024,2023-01-06 17:00:00
2023S000100    ,Eixample,la Dreta de l'Eixample,Catalunya,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Bus,Man,19,Pedestrian,A la vorera / Andana,Commuting,Unknown,Minor injury: Hospitalization up to 24 hours,430769.42,4582343.62,2.170827125,41.387796511,2023-01-06 14:00:00
2023S000101    ,Horta-Guinardó,el Baix Guinardó,Josep Ciurana,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,76,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430576.15,4585289.45,2.168177696,41.414311972,2023-01-06 16:00:00
2023S000103    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Autobús articulat,Woman,64,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431867.0,4581697.48,2.184026403,41.382070669,2023-01-06 18:00:00
2023S000104    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,22,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,432136.49,4585039.63,2.186874308,41.412195273,2023-01-06 19:00:00
2023S000105    ,Gràcia,el Coll,Sant Eudald,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,55,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,428857.75,4585395.36,2.14760571,41.415115496,2023-01-06 19:00:00
2023S000106    ,Sants-Montjuïc,Hostafrancs,Espanya,Friday,2023,1,January,6,Morning,,Not caused by the pedestrian,Bus,Woman,44,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428875.86,4580985.95,2.148340565,41.375403152,2023-01-06 10:00:00
2023S000107    ,Nou Barris,Vilapicina i la Torre Llobeta,Maragall,Friday,2023,1,January,6,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,30,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430856.53,4586685.67,2.171372556,41.426911423,2023-01-06 21:00:00
2023S000108    ,Ciutat Vella,el Raval,Drassanes,Saturday,2023,1,January,7,Night,,Not caused by the pedestrian,Motorcycle,Woman,26,Passenger,Fora del pas,Unknown,Unknown,Minor injury: Medical assistance at accident site,431213.91,4580892.22,2.176307867,41.374762308,2023-01-07 00:00:00
2023S000109    ,Eixample,la Sagrada Família,Castillejos,Friday,2023,1,January,6,Night,,Not caused by the pedestrian,Bicicleta,Man,20,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431555.53,4584270.88,2.180010678,41.405222088,2023-01-06 23:00:00
2023S000110    ,Sants-Montjuïc,el Poble-sec,Rius i Taulet,Saturday,2023,1,January,7,Morning,,Not caused by the pedestrian,Bicicleta,Man,64,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,429204.57,4580586.97,2.152317636,41.371838667,2023-01-07 09:00:00
2023S000111    ,Eixample,la Dreta de l'Eixample,Bailèn,Saturday,2023,1,January,7,Morning,,Disobeying the traffic light signal,Car,Woman,87,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Hospitalization up to 24 hours,430786.4,4583330.2,2.170917388,41.396683796,2023-01-07 10:00:00
2023S000112    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Saturday,2023,1,January,7,Morning,,Not caused by the pedestrian,Motorcycle,Woman,51,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429141.97,4583551.47,2.151222258,41.398533396,2023-01-07 11:00:00
2023S000113    ,Nou Barris,Porta,Alcúdia,Saturday,2023,1,January,7,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,29,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431264.28,4587918.05,2.176111757,41.438046043,2023-01-07 11:00:00
2023S000114    ,Sant Andreu,la Trinitat Vella,B-20 (Besòs),Saturday,2023,1,January,7,Morning,,Not caused by the pedestrian,Motorcycle,Woman,51,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433118.62,4589134.87,2.19817121,41.449162226,2023-01-07 13:00:00
2023S000115    ,Eixample,la Nova Esquerra de l'Eixample,Rosselló,Saturday,2023,1,January,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,25,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,428882.97,4582216.76,2.148281059,41.386489266,2023-01-07 15:00:00
2023S000116    ,Les Corts,Pedralbes,Tòquio,Saturday,2023,1,January,7,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,34,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,426428.1,4582820.21,2.118849551,41.391703394,2023-01-07 16:00:00
2023S000117    ,Sant Andreu,Sant Andreu,Santa Coloma,Saturday,2023,1,January,7,Morning,,Not caused by the pedestrian,Car,Woman,34,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432308.88,4588633.5,2.188534153,41.444578645,2023-01-07 11:00:00
2023S000119    ,Nou Barris,Vilapicina i la Torre Llobeta,Escòcia,Saturday,2023,1,January,7,Afternoon,,Not caused by the pedestrian,Bus,Woman,68,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431642.4,4586873.46,2.180755604,41.428670082,2023-01-07 14:00:00
2023S000120    ,Sant Andreu,la Trinitat Vella,Favència,Saturday,2023,1,January,7,Afternoon,,Not caused by the pedestrian,"Camió rígid > 3,5 tones",Man,34,Driver,Desconegut,Unknown,On a mission,Minor injury: Hospitalization up to 24 hours,432696.87,4588930.56,2.193145279,41.447286803,2023-01-07 17:00:00
2023S000121    ,Sants-Montjuïc,Sants,Badal,Saturday,2023,1,January,7,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,34,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,427518.76,4580549.61,2.132165705,41.371352046,2023-01-07 20:00:00
2023S000122    ,Eixample,Sant Antoni,Sepúlveda,Saturday,2023,1,January,7,Night,,Not caused by the pedestrian,Motorcycle,Man,30,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430127.51,4581900.31,2.163201348,41.383748223,2023-01-07 23:00:00
2023S000123    ,Eixample,la Nova Esquerra de l'Eixample,Comte d'Urgell,Sunday,2023,1,January,8,Night,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,24,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429447.81,4582020.17,2.155059021,41.38476841,2023-01-08 00:00:00
2023S000124    ,Sant Martí,el Parc i la Llacuna del Poblenou,Pujades,Sunday,2023,1,January,8,Night,,Not caused by the pedestrian,Ciclomotor,Woman,27,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,432301.89,4582921.06,2.189090234,41.393127869,2023-01-08 04:00:00
2023S000125    ,Eixample,la Dreta de l'Eixample,Roger de Llúria,Sunday,2023,1,January,8,Morning,,Not caused by the pedestrian,Car,Man,44,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430699.37,4582830.18,2.169933661,41.392172773,2023-01-08 06:00:00
2023S000127    ,Eixample,la Sagrada Família,Padilla,Sunday,2023,1,January,8,Morning,,Not caused by the pedestrian,Car,Man,59,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431112.13,4584555.74,2.174673956,41.407749836,2023-01-08 12:00:00
2023S000128    ,Les Corts,Pedralbes,Doctor Joaquín Albarrán,Sunday,2023,1,January,8,Morning,,Not caused by the pedestrian,Motorcycle,Woman,28,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,425534.86,4582570.14,2.108197105,41.389368878,2023-01-08 13:00:00
2023S000129    ,Eixample,Sant Antoni,Paral·lel,Sunday,2023,1,January,8,Morning,,Not caused by the pedestrian,Autobús articulat,Woman,66,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428989.31,4580940.29,2.149702461,41.375001931,2023-01-08 12:00:00
2023S000130    ,Horta-Guinardó,el Guinardó,Guinardó,Sunday,2023,1,January,8,Morning,,Disobeying the traffic light signal,Bicicleta,Man,37,Driver,Desconegut,Unknown,Other activities,Minor injury: Hospitalization up to 24 hours,431107.92,4585559.27,2.17450926,41.416787938,2023-01-08 13:00:00
2023S000131    ,Sants-Montjuïc,el Poble-sec,Ferrocarrils Catalans,Sunday,2023,1,January,8,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,26,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428456.64,4579261.0,2.143531495,41.359829919,2023-01-08 14:00:00
2023S000132    ,Sants-Montjuïc,Sants,Rei Martí,Sunday,2023,1,January,8,Afternoon,,Not caused by the pedestrian,Bicicleta,Man,49,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,428116.8,4580836.81,2.139282049,41.373992419,2023-01-08 16:00:00
2023S000133    ,Sant Martí,el Camp de l'Arpa del Clot,Meridiana,Sunday,2023,1,January,8,Afternoon,,Not caused by the pedestrian,Car,Woman,23,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432131.07,4584631.66,2.186855248,41.408520352,2023-01-08 18:00:00
2023S000134    ,Eixample,l'Antiga Esquerra de l'Eixample,Aribau,Sunday,2023,1,January,8,Afternoon,,Not caused by the pedestrian,Ciclomotor,Man,30,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,429457.79,4582778.44,2.155090022,41.391598768,2023-01-08 19:00:00
2023S000136    ,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Palau,Monday,2023,1,January,9,Night,,Not caused by the pedestrian,Ciclomotor,Man,41,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,431761.44,4581819.84,2.182750274,41.383163781,2023-01-09 00:00:00
2023S000137    ,Sants-Montjuïc,la Marina del Prat Vermell,Litoral (Besòs),Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Car,Man,32,Driver,Desconegut,Unknown,Unknown,Minor injury: Refused medical assistance,429359.74,4578350.94,2.154433479,41.351713051,2023-01-09 09:00:00
2023S000138    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Besòs),Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Car,Woman,33,Driver,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,426911.54,4584758.15,2.124397455,41.409201689,2023-01-09 07:00:00
2023S000139    ,Gràcia,el Camp d'en Grassot i Gràcia Nova,Sant Antoni Maria Claret,Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Motorcycle,Man,45,Driver,Desconegut,Unknown,Other activities,Minor injury: Refused medical assistance,430262.87,4584113.34,2.164565108,41.40369202,2023-01-09 08:00:00
2023S000140    ,Les Corts,les Corts,Mig (Ascendent),Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Motorcycle,Man,21,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427191.1,4581776.77,2.128100585,41.382375016,2023-01-09 13:00:00
2023S000141    ,Eixample,l'Antiga Esquerra de l'Eixample,Comte d'Urgell,Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Man,16,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,428792.93,4582690.14,2.147148575,41.390744861,2023-01-09 10:00:00
2023S000142    ,Eixample,Sant Antoni,Rocafort,Monday,2023,1,January,9,Morning,,Not caused by the pedestrian,Motorcycle,Man,87,Pedestrian,En pas regulat per semàfor,Unknown,Unknown,Minor injury: Refused medical assistance,429460.63,4581243.7,2.155302769,41.377776122,2023-01-09 10:00:00
2023S000143    ,Ciutat Vella,el Raval,Drassanes,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,58,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,431043.27,4581103.5,2.174243448,41.376650638,2023-01-09 15:00:00
2023S000144    ,Ciutat Vella,el Raval,Sant Antoni,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,17,Driver,Desconegut,Unknown,On a mission,Minor injury: Medical assistance at accident site,430193.6,4581913.96,2.163990129,41.383876905,2023-01-09 14:00:00
2023S000145    ,Eixample,l'Antiga Esquerra de l'Eixample,Londres,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Car,Woman,77,Pedestrian,En pas regulat per semàfor,Leisure and entertainment,Unknown,Minor injury: Medical assistance at accident site,428889.04,4582784.58,2.148286957,41.391603956,2023-01-09 16:00:00
2023S000146    ,Sant Andreu,la Sagrera,Meridiana,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,51,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,432067.15,4586467.27,2.185884284,41.425047717,2023-01-09 14:00:00
2023S000147    ,Sant Martí,el Poblenou,Badajoz,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Bus,Man,3,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,433123.81,4583248.94,2.198884647,41.39614981,2023-01-09 16:00:00
2023S000148    ,Ciutat Vella,el Raval,Sant Pau,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,36,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,430183.08,4581247.36,2.163941165,41.377872129,2023-01-09 18:00:00
2023S000149    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Veh. mobilitat personal amb motor,Woman,38,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429079.89,4582972.71,2.150547513,41.393315237,2023-01-09 17:00:00
2023S000150    ,Les Corts,la Maternitat i Sant Ramon,Doctor Marañón,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Bus,Woman,70,Passenger,Desconegut,Unknown,Unknown,Minor injury: Medical assistance at accident site,425852.58,4582020.45,2.112064233,41.384447427,2023-01-09 17:00:00
2023S000151    ,Sant Andreu,Sant Andreu,Meridiana,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,48,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,431979.73,4587694.86,2.184699963,41.436096807,2023-01-09 19:00:00
2023S000152    ,Sants-Montjuïc,el Poble-sec,Blesa,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,47,Driver,Desconegut,Unknown,Other activities,Minor injury: Medical assistance at accident site,430630.8,4580566.74,2.1693728,41.371780721,2023-01-09 19:00:00
2023S000153    ,Les Corts,la Maternitat i Sant Ramon,Sabino Arana,Monday,2023,1,January,9,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,23,Passenger,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,426781.27,4582269.48,2.123140103,41.386775442,2023-01-09 19:00:00
2023S000154    ,Eixample,la Dreta de l'Eixample,Girona,Monday,2023,1,January,9,Afternoon,,Crossing outside the pedestrian crossing,Veh. mobilitat personal amb motor,Man,15,Pedestrian,Altres,Leisure and entertainment,Unknown,Minor injury: Refused medical assistance,430272.35,4583649.16,2.164732007,41.399512129,2023-01-09 19:00:00
2023S000155    ,Les Corts,la Maternitat i Sant Ramon,Diagonal,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Motorcycle,Man,31,Driver,Desconegut,Unknown,Commuting,Minor injury: Medical assistance at accident site,425238.83,4581781.81,2.10475403,41.382241273,2023-01-10 08:00:00
2023S000156    ,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,Dalt (Llobregat),Tuesday,2023,1,January,10,Night,,Not caused by the pedestrian,Car,Man,38,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,427714.16,4585334.95,2.133930518,41.414469302,2023-01-10 00:00:00
2023S000157    ,Eixample,l'Antiga Esquerra de l'Eixample,Muntaner,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Motorcycle,Man,36,Driver,Desconegut,Unknown,Commuting,Minor injury: Refused medical assistance,429266.59,4582781.43,2.152802887,41.391608896,2023-01-10 10:00:00
2023S000158    ,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Balmes,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Bicicleta,Man,47,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Medical assistance at accident site,428849.76,4583823.42,2.14769503,41.400956931,2023-01-10 11:00:00
2023S000159    ,Sant Martí,el Besòs i el Maresme,Llull,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Taxi,Man,40,Pedestrian,En pas regulat per semàfor,"Cleaning service, garbage collection",Unknown,Minor injury: Refused medical assistance,434701.03,4585065.69,2.217553955,41.41264257,2023-01-10 08:00:00
2023S000160    ,Horta-Guinardó,Horta,Dante Alighieri,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Motorcycle,Woman,42,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,429974.97,4586911.46,2.160797037,41.42886862,2023-01-10 12:00:00
2023S000161    ,Sant Martí,Provençals del Poblenou,C-31,Tuesday,2023,1,January,10,Morning,,Not caused by the pedestrian,Ciclomotor,Man,35,Driver,Desconegut,Unknown,Commuting,Minor injury: Hospitalization up to 24 hours,433372.35,4585277.86,2.201633992,41.41444441,2023-01-10 13:00:00
2023S000163    ,Eixample,Sant Antoni,Comte d'Urgell,Tuesday,2023,1,January,10,Afternoon,,Not caused by the pedestrian,Motorcycle,Man,43,Driver,Desconegut,Unknown,Leisure and entertainment,Minor injury: Hospitalization up to 24 hours,430029.45,4581426.92,2.162083363,41.379476019,2023-01-10 14:00:00
2023S000164    ,Sant Andreu,Sant Andreu,Segre,Tuesday,2023,1,January,10,Afternoon,,Not caused by the pedestrian,Motorcycle,Woman,37,Driver,Desconegut,Unknown,Unknown,Minor injury: Hospitalization up to 24 hours,432565.83,4587601.4,2.191725107,41.435304503,2023-01-10 15:00:00
